from,to,layer
node41,node56,2
node61,node55,2
node34,node64,1
node46,node53,2
node63,node12,2
node35,node72,2
node2,node70,1
node58,node34,2
node7,node19,3
node3,node51,3
node23,node18,1
node11,node55,1
node20,node72,3
node70,node67,1
node48,node38,1
node29,node64,2
node6,node27,1
node18,node55,3
node17,node69,1
node34,node1,2
node5,node13,3
node8,node2,2
node25,node21,3
node26,node43,1
node46,node71,1
node54,node16,2
node51,node37,3
node17,node30,1
node24,node44,1
node5,node9,3
node11,node47,1
node42,node40,2
node67,node33,3
node45,node9,2
node52,node35,1
node26,node47,3
node30,node24,1
node66,node47,3
node70,node66,1
node58,node31,2
node28,node35,2
node11,node36,3
node45,node25,1
node37,node13,3
node19,node26,3
node72,node32,1
node75,node72,2
node67,node56,1
node15,node27,1
node38,node32,1
node8,node10,1
node74,node60,3
node11,node72,1
node44,node54,1
node59,node63,1
node45,node56,1
node65,node41,3
node70,node17,1
node52,node75,2
node33,node49,3
node36,node60,2
node52,node62,3
node2,node13,2
node55,node24,3
node11,node17,3
node36,node62,1
node3,node63,3
node2,node34,1
node68,node8,2
node72,node75,1
node49,node53,3
node54,node15,3
node62,node70,2
node71,node8,3
node59,node60,3
node48,node57,1
node14,node66,2
node9,node62,2
node45,node19,1
node68,node15,2
node75,node42,2
node12,node25,1
node48,node18,3
node9,node52,3
node48,node23,3
node8,node58,2
node51,node68,2
node26,node59,2
node9,node69,2
node40,node31,2
node35,node6,1
node1,node13,3
node39,node52,2
node69,node18,2
node36,node7,2
node31,node39,1
node36,node70,1
node56,node62,3
node8,node52,1
node11,node14,1
node55,node2,3
node13,node47,3
node32,node50,3
node57,node39,3
node20,node25,2
node10,node21,2
node32,node11,2
node48,node72,3
node10,node58,3
node57,node12,1
node69,node44,2
node17,node65,3
node68,node47,1
node33,node41,3
node44,node16,1
node13,node36,3
node45,node51,1
node60,node73,1
node31,node4,2
node67,node46,2
node21,node39,1
node66,node57,1
node7,node35,2
node4,node19,2
node39,node50,3
node74,node31,1
node44,node54,3
node31,node7,3
node1,node15,3
node46,node2,2
node48,node28,1
node52,node4,1
node5,node32,2
node63,node27,2
node38,node50,1
node59,node15,3
node3,node72,3
node60,node54,1
node63,node11,3
node71,node61,2
node16,node52,2
node32,node61,1
node37,node64,3
node60,node56,3
node65,node34,2
node16,node37,3
node6,node48,3
node25,node21,2
node54,node53,1
node39,node21,1
node67,node32,3
node50,node32,2
node5,node18,1
node1,node12,2
node20,node72,1
node17,node74,2
node44,node31,1
node8,node30,1
node49,node56,1
node17,node24,1
node45,node23,3
node1,node74,3
node20,node39,3
node7,node44,3
node13,node64,2
node6,node57,1
node58,node47,2
node10,node22,3
node44,node74,3
node38,node37,2
node31,node9,2
node59,node33,1
node38,node72,1
node22,node15,2
node15,node35,1
node28,node49,1
node37,node48,2
node55,node25,3
node62,node65,2
node33,node15,1
node29,node70,3
node70,node4,1
node13,node42,3
node54,node24,2
node25,node71,1
node13,node64,3
node60,node41,2
node46,node58,2
node27,node20,3
node57,node43,1
node26,node29,3
node44,node37,1
node51,node8,2
node48,node5,2
node13,node71,2
node43,node29,1
node71,node20,2
node46,node17,3
node9,node21,3
node55,node35,1
node71,node26,2
node62,node52,2
node47,node30,2
node39,node18,3
node24,node31,3
node19,node47,2
node21,node15,3
node9,node63,2
node42,node24,3
node2,node50,1
node48,node19,2
node42,node39,2
node46,node74,1
node24,node28,2
node17,node41,1
node14,node28,1
node19,node67,1
node31,node41,3
node44,node22,2
node31,node69,1
node42,node31,1
node65,node72,1
node52,node69,2
node20,node61,1
node47,node17,3
node48,node64,1
node51,node14,3
node34,node29,3
node58,node45,2
node69,node50,1
node6,node44,3
node63,node26,1
node52,node1,3
node23,node29,1
node20,node48,1
node64,node1,1
node43,node74,1
node74,node7,1
node64,node43,1
node40,node41,1
node4,node12,3
node58,node70,3
node40,node45,2
node30,node20,1
node37,node32,2
node14,node6,3
node26,node55,3
node34,node24,1
node41,node4,2
