from,to,layer
node34,node3,3
node13,node19,3
node5,node22,3
node14,node40,4
node22,node28,3
node33,node27,3
node12,node4,3
node44,node30,4
node28,node24,4
node32,node42,3
node41,node26,2
node31,node46,2
node42,node21,1
node21,node31,5
node37,node47,3
node6,node43,5
node45,node13,5
node43,node39,5
node49,node20,2
node48,node3,5
node33,node20,2
node41,node33,2
node47,node30,5
node43,node7,3
node32,node35,4
node14,node47,3
node47,node11,4
node26,node36,5
node49,node42,5
node49,node34,4
node11,node36,2
node14,node34,2
node38,node11,3
node14,node10,4
node27,node49,5
node32,node18,3
node13,node22,3
node35,node11,4
node1,node26,5
node7,node43,3
node30,node6,2
node34,node3,2
node40,node28,2
node36,node43,4
node42,node15,1
node10,node45,4
node8,node2,5
node8,node31,3
node8,node38,1
node44,node13,5
node13,node50,1
node35,node34,5
node44,node36,5
node24,node48,3
node35,node28,1
node43,node42,5
node11,node28,3
node36,node13,1
node44,node22,1
node27,node24,4
node34,node37,4
node4,node8,4
node6,node21,1
node28,node30,4
node25,node24,3
node45,node10,2
node33,node41,3
node42,node3,2
node3,node50,1
node27,node23,3
node13,node36,1
node1,node11,3
node23,node5,3
node36,node5,2
node41,node14,2
node44,node24,1
node35,node20,1
node18,node40,3
node37,node13,2
node44,node14,5
node28,node24,2
node27,node47,5
node10,node19,3
node34,node49,1
node13,node50,4
node22,node45,5
node38,node28,5
node7,node20,3
node23,node44,3
node38,node15,5
node15,node16,1
node26,node17,1
node14,node47,2
node5,node36,1
node19,node33,1
node12,node5,5
node30,node33,2
node27,node22,3
node23,node42,2
