from,to,layer
node5,node14,1
node14,node21,2
node6,node1,3
node44,node3,2
node14,node36,3
node27,node17,5
node22,node17,2
node44,node34,4
node38,node37,2
node16,node35,2
node5,node20,4
node44,node32,3
node6,node29,1
node47,node12,1
node23,node27,5
node37,node2,5
node33,node50,1
node43,node22,1
node17,node26,4
node19,node24,4
node1,node38,4
node45,node48,2
node8,node14,1
node15,node26,1
node47,node31,2
node21,node48,5
node24,node7,3
node31,node41,4
node16,node47,2
node46,node12,2
node21,node26,2
node9,node11,2
node21,node17,5
node33,node41,2
node22,node49,4
node22,node24,5
node2,node39,2
node49,node1,1
node6,node3,3
node12,node32,1
node37,node26,3
node19,node44,3
node44,node23,5
node47,node24,5
node31,node23,1
node5,node6,3
node14,node22,2
node41,node21,4
node39,node2,5
node1,node9,5
node7,node33,4
node29,node8,3
node10,node38,2
node40,node50,1
node27,node38,1
node9,node36,4
node22,node36,2
node47,node12,4
node11,node47,1
node1,node15,4
node25,node32,4
node20,node6,5
node18,node37,4
node33,node46,1
node18,node36,1
node7,node16,1
node20,node50,2
node13,node50,2
node20,node19,4
node41,node17,3
node48,node9,5
node16,node5,5
node1,node2,2
node20,node41,1
node19,node23,5
node19,node30,4
node1,node14,4
node30,node28,4
node6,node15,4
node24,node7,1
node21,node31,1
node45,node12,4
node10,node39,3
node10,node9,4
node4,node12,2
node6,node47,3
node30,node2,4
node9,node17,2
node29,node10,3
node38,node47,2
node10,node26,5
node8,node13,5
node42,node15,4
node35,node23,5
node22,node48,2
node24,node19,3
node26,node34,3
node18,node15,4
node20,node45,2
node50,node7,2
node43,node36,5
node45,node16,4
node47,node20,5
node12,node4,5
node40,node45,1
node43,node8,4
node40,node32,4
node10,node31,4
node4,node40,4
node49,node27,5
node33,node4,1
node10,node32,2
node45,node40,4
node18,node11,2
node34,node17,2
node35,node7,4
node49,node40,3
node6,node13,3
node36,node22,5
node2,node15,4
node23,node6,5
node10,node33,3
node4,node9,2
node42,node31,4
node45,node9,5
node13,node18,2
node22,node14,3
node21,node47,3
node38,node47,3
node43,node2,1
node29,node18,4
node5,node2,3
node47,node27,2
node8,node24,2
node48,node11,3
node49,node46,4
node10,node27,2
node30,node14,5
node7,node31,3
node16,node20,1
node47,node9,4
node32,node12,4
node41,node19,3
node15,node9,1
node8,node45,4
node29,node26,5
node8,node1,3
node2,node35,2
node8,node35,4
node32,node9,3
node22,node20,4
node43,node47,2
node23,node3,3
node28,node46,3
node24,node32,2
node24,node11,1
node33,node19,3
node33,node43,5
node12,node10,4
node44,node4,5
node6,node46,1
node25,node17,1
node18,node48,5
node7,node38,5
node48,node34,1
node16,node8,1
node30,node46,1
node14,node6,4
node3,node19,3
node4,node15,4
node18,node10,1
node42,node47,5
node49,node48,2
node13,node43,5
node48,node46,5
node12,node37,1
node43,node6,2
node44,node9,2
node26,node3,5
node28,node26,1
node37,node33,1
node26,node49,2
node39,node29,5
node1,node4,5
node2,node15,1
node3,node39,3
node1,node4,1
node11,node22,5
node34,node15,3
node44,node41,4
node22,node6,1
node17,node16,1
node30,node48,3
node43,node5,3
node25,node36,4
node39,node25,4
node32,node18,2
node4,node39,1
node8,node45,3
node35,node42,2
node38,node22,3
node5,node31,4
node27,node31,3
node34,node8,4
node49,node45,2
node49,node16,1
node29,node3,4
node33,node47,3
node15,node45,1
node47,node16,4
node27,node44,2
node32,node3,5
node50,node5,1
node41,node50,4
node16,node18,2
node34,node17,3
node40,node21,5
node29,node19,3
node31,node21,3
node44,node6,5
node1,node4,2
node47,node29,5
node36,node15,3
node40,node6,3
node48,node23,4
node24,node2,4
node1,node36,5
node11,node27,3
node5,node18,5
node36,node19,1
node48,node28,3
node35,node33,3
node39,node6,5
node6,node47,5
node33,node45,2
node3,node12,4
node33,node49,5
node18,node38,3
node39,node26,2
node9,node17,5
node35,node44,4
node41,node42,4
node37,node50,4
node39,node27,5
node12,node35,2
node15,node41,5
node45,node13,2
node11,node5,4
node6,node13,2
