from,to,layer
node6,node31,4
node24,node25,2
node30,node13,3
node24,node11,2
node18,node4,3
node24,node5,5
node20,node48,5
node39,node1,4
node37,node45,4
node5,node11,5
node10,node48,2
node35,node27,3
node48,node27,5
node22,node47,3
node50,node8,5
node37,node31,5
node10,node48,1
node41,node5,2
node1,node34,1
node25,node37,4
node11,node15,4
node34,node28,4
node49,node4,2
node47,node38,3
node24,node26,4
node21,node18,4
node44,node29,3
node34,node30,1
node8,node37,4
node38,node21,3
node48,node1,3
node16,node41,1
node27,node33,4
node41,node35,1
node14,node43,3
node8,node28,2
node4,node2,3
node31,node29,2
node10,node39,1
node20,node50,1
node12,node34,2
node4,node24,3
node30,node23,3
node16,node23,3
node50,node19,1
node44,node27,2
node10,node40,5
node1,node40,1
node10,node22,5
node48,node31,4
node28,node50,2
node13,node12,2
node45,node17,5
node2,node42,3
node43,node14,1
node7,node41,4
node39,node3,2
node5,node14,2
node29,node32,5
node36,node11,2
node5,node4,2
node14,node17,2
node6,node1,2
node2,node9,5
node46,node31,2
node13,node20,5
node29,node30,4
node9,node21,5
node1,node38,4
node43,node28,3
node34,node3,5
node9,node47,3
node31,node49,5
node29,node50,4
node21,node43,5
node26,node5,3
node18,node23,1
node1,node15,4
node35,node26,1
node19,node48,4
node24,node16,2
node1,node38,5
node25,node21,5
node49,node32,1
node2,node37,1
node43,node15,4
node11,node8,5
node3,node39,1
node18,node46,5
node36,node48,1
node28,node10,2
node31,node10,5
node48,node31,3
node5,node35,4
node39,node50,3
node17,node8,1
node25,node42,2
node37,node3,3
node42,node11,1
