from,to,layer
node24,node22,3
node20,node28,1
node21,node43,3
node46,node3,2
node45,node28,1
node5,node43,3
node46,node34,3
node41,node12,1
node8,node48,3
node35,node38,2
node22,node45,2
node47,node26,2
node45,node26,1
node22,node45,3
node12,node34,1
node1,node18,3
node47,node48,3
node49,node22,1
node39,node50,2
node44,node50,2
node43,node47,1
node44,node13,3
node35,node44,1
node6,node3,1
node20,node42,1
node42,node24,1
node39,node3,2
node39,node15,2
node12,node23,3
node50,node36,1
node41,node24,3
node3,node1,1
node28,node14,2
node34,node3,1
node9,node44,1
node49,node13,3
node49,node8,2
node24,node8,1
node31,node14,1
node33,node40,2
node21,node22,3
node47,node32,3
node3,node45,1
node3,node31,2
node11,node36,3
node27,node18,1
node9,node17,1
node44,node41,2
node15,node46,3
node5,node6,2
node36,node43,3
node29,node2,1
node19,node35,1
node28,node34,1
node29,node9,1
node16,node32,3
node5,node13,1
node1,node40,2
node4,node8,3
node25,node36,2
node23,node45,2
node25,node16,3
node23,node18,1
node18,node9,3
node5,node22,1
node16,node39,1
node35,node18,2
node45,node6,1
node21,node12,3
node8,node44,2
node31,node6,3
node29,node38,2
node10,node17,3
node31,node25,1
node27,node18,3
node31,node16,2
node44,node27,3
node22,node33,3
node7,node32,2
node21,node14,3
node36,node45,2
node36,node7,3
node31,node40,1
node47,node8,1
node37,node4,2
node38,node34,3
node42,node18,2
node40,node24,3
node50,node22,3
node26,node44,3
node35,node25,2
node37,node46,2
node2,node3,1
node13,node3,3
node47,node50,3
node32,node30,1
node31,node10,2
node25,node28,3
node43,node45,2
