from,to,layer
node3,node21,3
node22,node13,2
node18,node6,2
node19,node3,1
node9,node18,1
node8,node20,3
node25,node16,3
node1,node21,1
node19,node27,1
node29,node12,2
node7,node17,1
node14,node20,1
node16,node3,2
node26,node18,2
node21,node11,2
node26,node7,3
node28,node14,1
node1,node28,1
node12,node13,1
node7,node27,2
node18,node6,3
node27,node14,2
node4,node21,2
node23,node18,3
node19,node8,2
node23,node9,2
node21,node5,2
node3,node8,3
node9,node12,3
node18,node14,3
node1,node25,3
node23,node28,1
node29,node20,2
node12,node13,2
node12,node23,3
node15,node4,2
node9,node30,1
node17,node6,1
node28,node22,1
node9,node4,2
node1,node20,1
node29,node23,3
node4,node27,2
node4,node18,1
node15,node5,1
node16,node8,3
node27,node20,1
node4,node22,2
node24,node11,3
node26,node28,1
node30,node17,2
node12,node20,3
node27,node25,3
node26,node18,3
node11,node13,3
node5,node26,3
node12,node3,2
node14,node9,2
node4,node1,3
node19,node10,3
node16,node22,2
node22,node24,2
node9,node15,3
node20,node28,2
node23,node12,2
node27,node15,3
node5,node28,1
node17,node5,2
node16,node19,3
node5,node19,1
node26,node28,3
node23,node24,3
node4,node8,3
node5,node23,1
node8,node18,1
node3,node29,3
node7,node11,1
node22,node8,3
node27,node18,2
node9,node2,3
node17,node5,1
node10,node12,3
node16,node30,3
node20,node14,3
node7,node11,2
node30,node17,1
node22,node14,2
node22,node14,3
node22,node20,3
node14,node28,2
node6,node26,2
node8,node24,3
node2,node9,3
node29,node16,2
node26,node5,2
node16,node11,2
node26,node16,2
node10,node15,3
node17,node22,1
